agent,userType,policy_mode,producer,policy_number,premium_amount_written,premium_amount,policy_type,company_name,category_name,policy_start_date,policy_end_date,csr,account_name,email,gender,firstname,city,account_type,phone,address,state,zip,dob,primary,Applicant ID,agency_id,hasActive ClientPolicy
John Snow,Active Client,6,Victorina Ebert,0X6DM8Z1W4MW,,724.16,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-02-14,2019-08-14,Deann Greer,Roland Watson & Judson Warner,aracne@outlook.com,Male,Roland Watson,Efland,Personal,4979833217,4227 Fuller Rd,NC,27243-9732,1973-12-06,,,,
John Snow,Active Client,6,Emiko Lobo,799ULPB0KT3R,,541.17,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-02-21,2019-08-21,Dirk Newton,Teresa Coppley & Britt Woods,yruan@sbcglobal.net,Female,Teresa Coppley,Huntersville,Personal,6114239928,15412 Barnsbury Dr,NC,28078-3225,1973-12-06,,,,
John Snow,Active Client,6,Xavier Hughes,4ZW27MQTK631,,677.14,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-02-05,2019-08-05,Korey Romero,Evva Zimmerman & Lucy Fox,shrapnull@mac.com,Female,Evva Zimmerman,Winston Salem,Personal,4776905036,1616 Haversham Park,NC,27127-7296,1973-12-06,,,,
John Snow,Active Client,6,Aubrey Loder,7TWCM21CHYNN,,957.89,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-09-01,2019-03-01,Adrian Roy,Bryant Cook & Maggie Carney,british@yahoo.ca,Male,Bryant Cook,Winston Salem,Personal,6392188423,1010 Linger Rd,NC,27127-4954,1973-12-06,,,,
John Snow,Active Client,6,Dayle Mckeithan,6QU2ASWEHOA8,,1014.53,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-03-01,2019-09-01,Erwin Barker,Gilmer Redmond & Dalton Zamora,aardo@outlook.com,Male,Gilmer Redmond,Winston Salem,Personal,8757834404,1010 Linger Rd,NC,27127-4954,1994-11-23,,,,
John Snow,Active Client,6,Lurlene Raynes,X5LAFG4CEBJQ,,1877.62,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-09-01,2019-03-01,Delmer Byrd,Shirley Dodd & Dillon Sherman,timlinux@verizon.net,Male,Shirley Dodd,Winston Salem,Personal,3402436911,430 Friar Tuck Rd,NC,27104-1611,1953-11-30,,,,
John Snow,Active Client,6,Alton Shute,T0C6OYXDQF8Z,,1456.07,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-09-01,2019-03-01,Kenton Curtis,Sheila Hunter & Chas Landry,stellaau@mac.com,Male,Sheila Hunter,Winston Salem,Personal,4413259803,430 Friar Tuck Rd,NC,27104-1611,1953-11-30,,,,
John Snow,Active Client,6,Vasiliki Stiefel,OQS4YPHT0912,,1456.07,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-09-01,2019-03-01,Randy Moss,Barbara Herman & Jose Walsh,ebassi@msn.com,Male,Barbara Herman,Winston Salem,Personal,2642864094,430 Friar Tuck Rd,NC,27104-1611,1969-07-04,,,,
John Snow,Active Client,6,Ignacio Lewellen,GEHZC5PR18ZH,,1508.56,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-03-01,2019-09-01,Reuben Stokes,William Charles & Luisa Santana,horrocks@optonline.net,Male,William Charles,Winston Salem,Personal,5460346664,430 Friar Tuck Rd,NC,27104-1611,1969-07-04,,,,
John Snow,Active Client,6,Brice Delatorre,0K6J0IO9IIAG,,1508.56,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-03-01,2019-09-01,Donnie Key,Benjamin Flynt & Lina Foster,johnh@verizon.net,Male,Benjamin Flynt,Winston Salem,Personal,5540558036,430 Friar Tuck Rd,NC,27104-1611,1969-07-04,,,,
John Snow,Active Client,6,Leonardo Setser,ZKNISW4A4OU3,,613.93,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-09-03,2019-03-03,Richie Young,David Willard & Dianne Newman,chaki@hotmail.com,Male,David Willard,Winston Salem,Personal,4322817511,955 E 2Nd St Apt C,NC,27101-4455,1978-09-18,,,,
John Snow,Active Client,6,Colene Dinapoli,ICP8NNLO7SJH,,651.23,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-03-03,2019-09-03,Troy Norton,Patricia Lazenby & Nell Hester,penna@me.com,Male,Patricia Lazenby,Winston Salem,Personal,5866834713,955 E 2Nd St Apt C,NC,27101-4455,1977-08-13,,,,
John Snow,Active Client,6,Shara Sayer,26IQGWQ8C28A,,539.62,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-09-12,2019-03-12,Burton Stanley,Robert Crouse & Lilia Gilbert,dbanarse@mac.com,Female,Robert Crouse,Winston Salem,Personal,1818839276,4976 Chrisfield Ln,NC,27104-4468,1977-08-13,,,,
John Snow,Active Client,6,Mica Maly,J16V4V0SDGN4,,410.28,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-09-16,2019-03-16,Rick Kramer,Billy Sheets & Andrew Osborn,koudas@live.com,Male,Billy Sheets,Clemmons,Personal,5924069355,8598 Styers Ferry Rd,NC,27012-8078,1997-12-27,,,,
John Snow,Active Client,6,Roy Dries,1BOGHHYRZ6X5,,1203.76,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-10-15,2019-04-15,Scott Chang,Tyson Sholar & Leroy Barnes,leocharre@mac.com,,Tyson Sholar,Lexington,Personal,9565003831,185 Arnold Farms Ln,NC,27295-8903,1997-12-27,,,,
John Snow,Active Client,6,Quinton Spece,GXZ3DDJG6U0N,,334.07,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-10-24,2019-04-24,Maria Patton,Gary Tash & Morgan Ball,themer@optonline.net,Male,Gary Tash,Winston Salem,Personal,4182099853,1609 Ralee Dr,NC,27127-7519,1965-01-14,,,,
John Snow,Active Client,6,Lucius Mease,KA82G2UQKSGT,,3001.11,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-09-02,2019-03-02,Loren Buckley,Kevin Jefferson & Lavern Pugh,kewley@icloud.com,Male,Kevin Jefferson,Harrisburg,Personal,6318383594,2266 Jon Chris Dr,NC,28075-9633,1965-01-14,,,,
John Snow,Active Client,6,Irvin Cline,ZAI8VPI97PY9,,2969.55,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-03-02,2019-09-02,Kory Vazquez,Sible Lawson & Jamel Reid,adillon@hotmail.com,Male,Sible Lawson,Harrisburg,Personal,4265730406,2266 Jon Chris Dr,NC,28075-9633,1965-01-14,,,,
John Snow,Active Client,6,Annalisa Rendon,AWKHHNXYNH2Z,,592.82,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-11-04,2019-05-04,Rupert Petty,Frances Shelton & Rob Benton,barnett@hotmail.com,Male,Frances Shelton,Winston Salem,Personal,4728504947,851 W 11Th St,NC,27105-6527,1965-01-14,,,,
John Snow,Active Client,6,Emmaline Ceja,1E0OW991C97P,,414.08,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-10-19,2019-04-19,Darcy Brown,David Geiger & Rocky Kidd,phish@sbcglobal.net,Male,David Geiger,Winston Salem,Personal,7212592077,4731 Chippendale Way,NC,27103-5201,1965-01-14,,,,
John Snow,Active Client,6,Fransisca Mach,B65UFKXTPB0B,,366.94,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-12-14,2019-06-14,Fay Herring,Ruth Cockrum & Kathie Webb,fmtbebuck@me.com,Male,Ruth Cockrum,Kernersville,Personal,9974108702,2635 Valleyspring Rd,NC,27284-7870,1965-01-14,,,,
John Snow,Active Client,6,Carlos Ericsson,B945UH4LL2CT,,337.69,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-12-21,2019-06-21,Kelvin Ramirez,Leartis Martin & Mathew Barber,yzheng@yahoo.ca,Female,Leartis Martin,Winston Salem,Personal,4185399552,861 Chester Rd,NC,27104-1707,1988-07-30,,,,
John Snow,Active Client,6,Hoyt Pressler,WGJ41ZXFW7EX,,487,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-12-16,2019-06-16,Dwain Reid,Barnell Blue & Dave Bernard,cliffski@sbcglobal.net,Male,Barnell Blue,Winston Salem,Personal,7982740499,3812 Casa Vista Ln,NC,27107-6202,1958-11-02,,,,
John Snow,Active Client,6,Alayna Meekins,4XX4IBK28VJU,,487,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-12-16,2019-06-16,Evan Larsen,Marchell Scott & Chance Hill,aardo@att.net,Male,Marchell Scott,Winston Salem,Personal,6037638534,3812 Casa Vista Ln,NC,27107-6202,1958-11-02,,,,
John Snow,Active Client,6,Cindi Paschall,XTDEV0TRU7EM,,920.65,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-01-02,2019-07-02,Reba Moses,Betty Smith & Blake Lara,hager@msn.com,Male,Betty Smith,High Point,Personal,4424900970,2244 Cambridge Oaks Dr,NC,27262-4413,1989-10-22,,,,
John Snow,Active Client,6,Tennille Brinkerhoff,4MMW92FXA1QU,,1722.51,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-10-17,2019-04-17,Althea Crane,John Woodard & Ila Pittman,lcheng@outlook.com,,John Woodard,Advance,Personal,3472236855,120 Bent St,NC,27006-9583,1978-01-30,,,,
John Snow,Active Client,6,Crista Manuel,7L2KTS4GWMJ8,,1722.51,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-10-17,2019-04-17,Beau Hoffman,Myra Mize & Deann Kane,bartlett@yahoo.ca,,Myra Mize,Advance,Personal,1516807684,120 Bent St,NC,27006-9583,1979-06-04,,,,
John Snow,Active Client,6,Justine Hockenberry,R2MVV72Z0AVV,,1350.11,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-01-26,2019-07-26,Darwin Miranda,Reeta Duffey & Shari Lee,henkp@yahoo.ca,Male,Reeta Duffey,Rural Hall,Personal,7979756407,6538 Spanish Oak Dr,NC,27045-9721,1979-06-04,,,,
John Snow,Active Client,6,Felicidad Krahn,VRYSAQN5NLS7,,1350.11,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-01-26,2019-07-26,Shana Glenn,Charles Heath & Joel Ross,timtroyr@yahoo.ca,Male,Charles Heath,Rural Hall,Personal,4184892502,6538 Spanish Oak Dr,NC,27045-9721,1988-07-30,,,,
John Snow,Active Client,6,Anita Vanderbilt,N6ZX4SPVU9PN,,928.34,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-01-26,2019-07-26,Marty Rhodes,Deborah Bullock & Traci Melton,oster@me.com,Male,Deborah Bullock,Rural Hall,Personal,7082512222,6538 Spanish Oak Dr,NC,27045-9721,1988-07-30,,,,
John Snow,Active Client,6,Zaida Densmore,M4EHLITQ5BB4,,928.34,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-01-26,2019-07-26,Evelyn Cannon,Elizabeth Pfiffner & Trudy Love,jamuir@gmail.com,Male,Elizabeth Pfiffner,Rural Hall,Personal,7919122229,6538 Spanish Oak Dr,NC,27045-9721,1988-07-30,,,,
John Snow,Active Client,6,Weston Ellinger,QTMEOBF19RGC,,395.84,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-02-04,2019-08-04,Sam Sims,Jeff Thornton & Edwin Parrish,stevelim@yahoo.ca,,Jeff Thornton,Winston Salem,Personal,7791382022,319 Oak Arbor Ln,NC,27104-3687,1988-07-30,,,,
John Snow,Active Client,6,Isabell Nourse,L3YXK8LHUNCR,,1280.95,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-02-14,2019-08-14,Velma Glover,Edna Butcher & Karl Gill,darin@outlook.com,,Edna Butcher,Winston Salem,Personal,3165861753,4411 Cheyenne Ct,NC,27106-4589,1999-03-09,,,,
John Snow,Active Client,6,Karly Curran,0B9827E7QKJD,,1280.95,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-02-14,2019-08-14,Jerome Parks,Patsy Stewart & Jean Mayer,teverett@att.net,,Patsy Stewart,Winston Salem,Personal,9889347317,4411 Cheyenne Ct,NC,27106-4589,1956-08-25,,,,
John Snow,Active Client,6,Galina Donelan,3W65Z1AI2A96,,3549.69,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-02-14,2019-08-14,Geneva Banks,Margie Blackwelder & Deon Black,mccurley@hotmail.com,,Margie Blackwelder,Oak Ridge,Personal,8795768684,6307 Nesting Way,NC,27310-0139,1982-01-12,,,,
John Snow,Active Client,6,Elly Paolucci,7BOSC5EMAP1Q,,794.7,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-09-09,2019-03-09,Deanna Li,Albert Eidson & Lessie Haley,chance@yahoo.com,,Albert Eidson,Statesville,Personal,5004260237,529 Catspaw Rd,NC,28677-9020,1950-06-13,,,,
John Snow,Active Client,6,Deandre Prude,SSNZ9BBN601D,,851.38,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-10-11,2019-04-11,Junior Kane,Martha Darnell & Ebony Madden,howler@att.net,Male,Martha Darnell,Winston Salem,Personal,3578451496,2021 Walker Rd,NC,27106-9556,1974-11-12,,,,
John Snow,Active Client,6,Mercedes Borda,2PUIYRH2OS9G,,892.19,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-10-15,2019-04-15,Jerry Vega,Roger Jordan & Jeffry Brock,dawnsong@msn.com,Male,Roger Jordan,Winston Salem,Personal,6764958533,4665 Long Leaf Dr,NC,27101-2213,1992-06-27,,,,
John Snow,Active Client,6,Matilde Ingraham,I068T9IWA4MF,,1469.54,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-10-13,2019-04-13,Tami Ellison,James Moose & Juan Key,andersbr@mac.com,Female,James Moose,King,Personal,2281479283,P.O. BOX 30,NC,27021-0030,1992-06-27,,,,
John Snow,Active Client,6,Marquita Muldowney,Z0PRW4HGQ3WL,,1406.29,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-10-20,2019-04-20,Molly Eaton,Kenneth Caudill & Nikki Graham,bwcarty@optonline.net,Male,Kenneth Caudill,Winston Salem,Personal,1241679474,1313 Winfield Dr,NC,27105-1946,1972-07-05,,,,
John Snow,Active Client,6,Rosette Lucia,MGG4RUAPT57T,,836.48,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-10-27,2019-04-27,Gordon Carey,Levolia Washington & Jim Stuart,whimsy@live.com,,Levolia Washington,Winston Salem,Personal,5814910496,2335 Griffith Rd,NC,27103-6411,1972-07-05,,,,
John Snow,Active Client,6,Vivienne Rulison,ROMRX0FNQAC8,,290.77,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-10-25,2019-04-25,Cliff Alvarez,Rocky Freeman & Noemi Hooper,drewf@optonline.net,Female,Rocky Freeman,Kings Mountain,Personal,9529092606,315 Wilson Ter,NC,28086-2353,1979-01-23,,,,
John Snow,Active Client,6,Rosalee Gilford,0VO7AUDNZY2A,,534.61,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-11-28,2019-05-28,Jan Hensley,Amarinthia Elliott & Hannah Suarez,munson@optonline.net,Male,Amarinthia Elliott,Clemmons,Personal,3397502933,8279 Dull Rd,NC,27012-8021,1971-03-14,,,,
John Snow,Active Client,6,Alfredo Condit,849LI3S59MMJ,,1613.66,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-11-18,2019-05-18,Cara Mccoy,Thelma Gore & Deana Cannon,rcwil@comcast.net,Male,Thelma Gore,Clemmons,Personal,4496860259,P.O. BOX 686,NC,27012-0686,1971-03-14,,,,
John Snow,Active Client,6,Phil Chico,2CHVZNTIUUX5,,527.84,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-12-01,2019-06-01,Harley Kerr,Cynthia Lucas & Arlene Mclean,draper@yahoo.com,Female,Cynthia Lucas,Winston Salem,Personal,3133070787,1403 Peace Ct,NC,27105-5981,1985-12-26,,,,
John Snow,Active Client,6,Brandie Placencia,GX9EKYE694NT,,554.26,Single,Nationwide Mut Ins Co_Copy,Personal Auto,2018-10-22,2019-04-22,Todd Mckee,Elizabeth Snyder & Randy Howe,gmcgath@gmail.com,Male,Elizabeth Snyder,Winston Salem,Personal,5861581288,750 Chatham Rd,NC,27101-1315,1954-08-16,,,,
John Snow,Active Client,6,Sol Birney,FJJ3U2IGIQWP,,634.01,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-01-01,2019-07-01,Sherri Austin,Henry Vance & Thomas Miranda,jonas@outlook.com,Female,Henry Vance,Winston Salem,Personal,9899867698,550 Oaklawn Rd,NC,27107-8605,1954-08-16,,,,
John Snow,Active Client,6,Yee Ribble,QHNGHFAYBXQJ,,687.13,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-11-04,2019-05-04,Lacy Gibson,Lovett Warren & Alisa Barrett,ianbuck@sbcglobal.net,Female,Lovett Warren,Clemmons,Personal,3083932549,215 Fryes Creek Ln,NC,27012-6867,1971-03-14,,,,
John Snow,Active Client,6,Carmella Landers,MN99XSK3207S,,288.56,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-12-22,2019-06-22,Wyatt Holland,Earline Benton & Fanny Keith,benanov@msn.com,,Earline Benton,Winston Salem,Personal,7122737623,157 Weatherwood Ct Apt 13,NC,27103-4982,1971-03-14,,,,
John Snow,Active Client,6,Jared Roan,13F8TLV0JRJG,,298.95,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-09-03,2019-03-03,Kris Owen,Charles Rush & Angelo Zavala,joglo@mac.com,Male,Charles Rush,Winston Salem,Personal,6674513318,P.O. BOX 24781,NC,27114-4781,1961-07-03,,,,
John Snow,Active Client,6,Victorina Ebert,7AAO4KR10VCO,,293,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-03-03,2019-09-03,Luann Summers,Francis Geiser & Marva Oneal,erynf@optonline.net,Male,Francis Geiser,Winston Salem,Personal,6339659402,P.O. BOX 24781,NC,27114-4781,1961-07-03,,,,
John Snow,Active Client,6,Emiko Lobo,R51AO7I6E4SC,,384.19,Single,Nationwide Mut Ins Co_Copy,Personal Auto,2019-02-04,2019-08-04,Opal Orozco,Thomas Litchard & Lyndon Cohen,scotfl@me.com,,Thomas Litchard,Winston Salem,Personal,5726617625,620 Waterworks Rd,NC,27101-1929,1957-03-20,,,,
John Snow,Active Client,6,Xavier Hughes,VXQ1TYA6TL7B,,611.43,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-02-07,2019-08-07,Bobbi Moore,David Slater & Dewey Clarke,sriha@mac.com,Female,David Slater,Winston Salem,Personal,1263788575,140 Cloverfield Ct,NC,27127-9756,1957-03-20,,,,
John Snow,Active Client,6,Aubrey Loder,LO2RFZIXIH9T,,628.92,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-09-01,2019-03-01,Lola Yu,Kenneth Sizemore & Melisa Small,nacho@verizon.net,,Kenneth Sizemore,Rural Hall,Personal,4559312381,8730 Moore Rd,NC,27045-9519,1989-08-29,,,,
John Snow,Active Client,6,Dayle Mckeithan,12B4FS23MKCL,,628.92,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-09-01,2019-03-01,Jesus Chase,Louie Coppley & Lorene Wagner,intlprog@outlook.com,,Louie Coppley,Rural Hall,Personal,4968402487,8730 Moore Rd,NC,27045-9519,1989-08-29,,,,
John Snow,Active Client,6,Lurlene Raynes,CCVKYGPOIIVS,,628.92,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-09-01,2019-03-01,Beulah Osborne,C Bowes & Carole Brown,lauronen@msn.com,,C Bowes,Rural Hall,Personal,7175075112,8730 Moore Rd,NC,27045-9519,1989-08-29,,,,
John Snow,Active Client,6,Alton Shute,3KZAZ700I3O2,,619.29,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-03-01,2019-09-01,Selma Arnold,Geneva Terry & Bessie Mercer,adamk@mac.com,,Geneva Terry,Rural Hall,Personal,4824519992,8730 Moore Rd,NC,27045-9519,1989-08-29,,,,
John Snow,Active Client,6,Vasiliki Stiefel,4TOMOCG39LZW,,619.29,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-03-01,2019-09-01,Clint Garza,Timothy Stanley & Drew Dillon,sassen@optonline.net,,Timothy Stanley,Rural Hall,Personal,6766021001,8730 Moore Rd,NC,27045-9519,1989-08-29,,,,
John Snow,Active Client,6,Ignacio Lewellen,AKZ1GGQPAEHU,,527.31,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-09-15,2019-03-15,Simone Sharp,Nancy Shubert & Vilma Lamb,eegsa@me.com,Female,Nancy Shubert,Yadkinville,Personal,3866417108,1935 Dobbins Mill Rd,NC,27055-5457,1989-08-29,,,,
John Snow,Active Client,6,Brice Delatorre,FPGH27M3ODYR,,787.44,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-09-27,2019-03-27,Leslie Prince,Lola Garrett & Sue Stout,miltchev@icloud.com,Female,Lola Garrett,Lewisville,Personal,1944503969,5260 Shallowford Rd,NC,27023-8231,1978-12-19,,,,
John Snow,Active Client,6,Leonardo Setser,XGN2NWTZLZCR,,949.77,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-01-09,2019-07-09,Jaime Meadows,Ruby Simons & Diane Morales,phizntrg@gmail.com,,Ruby Simons,Winston Salem,Personal,7899119047,119 Doris Dr,NC,27107-9567,1978-12-19,,,,
John Snow,Active Client,6,Colene Dinapoli,LQBH2MN9Z153,,699.2,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-11-12,2019-05-12,Lisa Palmer,Angela Caudle & Lenard Gates,kwilliams@optonline.net,Female,Angela Caudle,Winston Salem,Personal,5069666930,1950 Winding Ridge Rd,NC,27127-5771,1978-12-19,,,,
John Snow,Active Client,6,Shara Sayer,EOW5TPOLI4W9,,447.27,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-11-12,2019-05-12,Kent Weber,Hodges Brown & Felton Chang,koudas@hotmail.com,Female,Hodges Brown,Lewisville,Personal,6916820502,7915 Curtina Ln,NC,27023-9783,1978-12-19,,,,
John Snow,Active Client,6,Mica Maly,01692QX585FL,,334.05,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-11-23,2019-05-23,Kenny Raymond,Charles Brown & Rhea Archer,ramollin@yahoo.ca,Male,Charles Brown,Wilmington,Personal,7805541422,1116 Chestnut St,NC,28401-4320,1985-09-27,,,,
John Snow,Active Client,6,Roy Dries,56DFFUH8VQMM,,1123.69,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-11-25,2019-05-25,Dustin Lowe,Martha Musten & Jerome Wolfe,kodeman@mac.com,Male,Martha Musten,Winston Salem,Personal,1655717811,5085 Canaan Place Ct,NC,27105-3049,1992-11-24,,,,
John Snow,Active Client,6,Quinton Spece,CLPKHB2AOFRK,,748.23,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-01-07,2019-07-07,Maggie Gilbert,Myrtle Smith & Dane Haynes,dmbkiwi@comcast.net,Male,Myrtle Smith,Pfafftown,Personal,1831704140,4476 Lochurst Dr,NC,27040-9495,1992-11-24,,,,
John Snow,Active Client,6,Lucius Mease,FALAOD28A5PJ,,537.86,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-09-24,2019-03-24,Deann Greer,Randy Nobles & Janis Khan,crowemojo@verizon.net,Female,Randy Nobles,Winston Salem,Personal,8103740953,405 Willowcrest Dr,NC,27107-8632,1992-11-24,,,,
John Snow,Active Client,6,Irvin Cline,IPD4HQ4U7MLM,,537.86,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-09-24,2019-03-24,Dirk Newton,Garland Wallace & Elise Griffin,claypool@gmail.com,Female,Garland Wallace,Winston Salem,Personal,8859632712,405 Willowcrest Dr,NC,27107-8632,1992-11-24,,,,
John Snow,Active Client,6,Annalisa Rendon,YSWVOPC0RQHY,,537.86,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-09-24,2019-03-24,Korey Romero,Jolene Willard & Lorna Rivers,sekiya@att.net,Female,Jolene Willard,Winston Salem,Personal,4750157822,405 Willowcrest Dr,NC,27107-8632,1992-11-24,,,,
John Snow,Active Client,6,Emmaline Ceja,EGE7P140221K,,918.61,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-08-28,2019-02-28,Adrian Roy,Kent Hobson & Tracy Lucero,wbarker@yahoo.com,,Kent Hobson,Winston Salem,Personal,4350987226,718 Summit St,NC,27101-1160,1992-11-24,,,,
John Snow,Active Client,6,Fransisca Mach,ZDJSC4X77FY6,,929.55,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-02-28,2019-08-28,Erwin Barker,Sharon Cline & Fausto Chase,emmanuel@mac.com,,Sharon Cline,Winston Salem,Personal,9635886009,718 Summit St,NC,27101-1160,1992-11-24,,,,
John Snow,Active Client,6,Carlos Ericsson,C00RLO7T9SZT,,982.28,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-09-08,2019-03-08,Delmer Byrd,Everett Williams & Tara Gardner,north@outlook.com,,Everett Williams,Winston Salem,Personal,7624553618,127 Forest Glade Rd,NC,27107-6015,1992-11-24,,,,
John Snow,Active Client,6,Hoyt Pressler,W3VZLUHDGM8P,,760.85,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-09-29,2019-03-29,Kenton Curtis,Richard Fulp & Ethan Hogan,marin@att.net,Female,Richard Fulp,Lewisville,Personal,6244280888,225 Belnette Dr,NC,27023-9477,1961-07-03,,,,
John Snow,Active Client,6,Alayna Meekins,P231H5M28FUK,,995.37,Single,Nationwide Prop & Cas Ins Co,Personal Auto,2018-10-07,2019-04-07,Randy Moss,Colette Hubbell & Amparo Lyons,ryanvm@sbcglobal.net,Female,Colette Hubbell,Winston Salem,Personal,1551857866,1655 W Clemmonsville,NC,27127-5801,1961-07-03,,,,
John Snow,Active Client,6,Cindi Paschall,GUUMAH8UHBYC,,1917.17,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-11-02,2019-05-02,Reuben Stokes,Patsy Wachter & Floyd Osborne,krueger@me.com,Male,Patsy Wachter,Clemmons,Personal,8474727028,6340 Armsburg Rd,NC,27012-8289,1961-07-03,,,,
John Snow,Active Client,6,Tennille Brinkerhoff,WOTNLLN81C9I,,515.05,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-10-21,2019-04-21,Donnie Key,Birdie Lipscomb & Connie Novak,larry@me.com,Male,Birdie Lipscomb,Winston Salem,Personal,8758396009,5112 Beckerdite Stewart Rd,NC,27107-9400,1961-07-03,,,,
John Snow,Active Client,6,Crista Manuel,CZZBVFFBYGL8,,517.17,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2019-02-15,2019-08-15,Richie Young,William Montgomery & Tania Cook,hstiles@optonline.net,Male,William Montgomery,Winston Salem,Personal,9473459948,5137 Rockmont Ct,NC,27104-5132,1956-02-27,,,,
John Snow,Active Client,6,Justine Hockenberry,YJFYZOW028PY,,397.9,Single,Nationwide Prop & Cas Ins Co_Copy,Personal Auto,2018-11-11,2019-05-11,Troy Norton,Herbert Wilson & Jarrod Gaines,bjornk@mac.com,Female,Herbert Wilson,Winston Salem,Personal,1510048811,1719 Angelo St,NC,27104-3209,1956-02-27,,,,
